Համայնք,Տեղադրման—Ամսաթիվ,Թարմացման—Ամսաթիվ,Գին,Հասցե,Տարածաշրջան,Շինության տիպ,Նորակառույց,Վերելակ,Հարկերի քանակ,Ընդհանուր մակերես,Սենյակների քանակ,Սանհանգույցների քանակ,Առաստաղի բարձրություն,Հարկ,Պատշգամբ,Կահույք,Վերանորոգում,հեռուստացույց,օդորակիչ,ինտերնետ,սառնարան,սալօջախ,միկրոալիքային վառարան,սրճեփ,սպասք լվացող մեքենա,լվացքի մեքենա,ջրատաքացուցիչ,արդուկ,ֆեն,Կարելի է երեխաների հետ,Թույլատրվում են ընտանի կենդանիներ,Կոմունալ վճարումներ,Կանխավճար,դոմոֆոն,կայանատեղի,տեսարան դեպի բակ,տեսարան դեպի փողոց,տեսարան դեպի քաղաք,տեսարան դեպի արարատ,խաղահրապարակ,տեսարան դեպի այգի,դռնապահ,չորացնող մեքենա,Հին–Հայտարարություն,Գին_մեկ_մետրի_համար,Մակերես_մեկ_սենյակի_համար
305770,2024-04-04,06.11.2024,350000,Նիկողայոս Ադոնցի փողոց,Երևան,3,1,1,14,60.0,2,1,3.0,2,2,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,3,4,1,1,1,1,1,0,1,1,0,0,216,5833,30
449256,2023-03-01,06.11.2024,500000,Արգպետի փողոց 11/12,Երևան,3,1,1,14,110.0,3,2,2.8,4,2,1,2,1,1,1,1,0,0,0,0,1,0,1,1,1,2,3,4,1,1,1,0,1,0,0,0,0,0,616,4545,36
305770,2022-09-12,06.11.2024,180000,Կալենց փողոց,Երեւան,1,2,2,5,32.0,1,1,2.7,5,4,1,3,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,4,0,0,0,0,0,0,0,0,0,0,786,5625,32
449256,2022-09-20,06.11.2024,468000,Պուշկինի փողոց,Երևան,3,1,1,10,84.0,3,1,3.0,8,4,1,2,1,1,1,1,1,1,0,0,1,0,0,0,1,1,3,2,0,0,0,0,0,0,0,0,0,0,778,5571,28
449256,2023-06-28,06.11.2024,390000,Tiger Metus- ը եւ,Երեւան,3,1,1,10,100.0,3,2,2.8,3,1,1,2,1,1,1,1,0,0,0,1,1,0,1,1,1,1,3,4,1,1,1,1,1,1,0,1,0,0,497,3900,33
326437,2023-05-13,06.11.2024,180000,Կարապետ Ուլնեց փողոց,Երևան,2,2,2,9,50.0,2,1,2.8,9,3,1,3,1,0,1,1,1,0,1,0,1,1,0,0,1,1,3,4,0,1,1,1,0,0,0,1,0,0,543,3600,25
305770,2022-08-29,06.11.2024,180000,Comit Avenu,Երևան,1,2,2,1,38.0,1,1,2.8,1,4,1,4,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,4,0,0,0,0,0,0,0,0,0,0,800,4736,38
449256,2023-11-22,06.11.2024,468000,Տիգրան Մետրոս եւ 31,Երեւան,2,2,1,10,85.0,3,1,2.8,9,2,1,2,1,1,1,1,0,0,0,1,0,0,1,1,1,2,3,4,1,1,1,1,1,1,0,1,0,0,350,5505,28
449256,2023-06-24,06.11.2024,180000,Կորյուն փողոց,Երեւան,3,1,1,8,21.0,1,1,3.0,1,4,1,1,0,1,1,1,1,0,1,0,1,1,1,1,1,1,1,4,1,1,1,1,1,0,1,0,0,0,501,8571,21
305770,2022-08-29,06.11.2024,180000,Վաղարշ Վաղարշյան փողոց,Երևան,2,2,1,9,43.0,1,1,2.75,1,3,1,3,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,4,0,0,0,0,0,0,0,0,0,0,800,4186,43
306828,2022-02-22,06.11.2024,390000,,Երևան,3,1,1,5,75.0,3,1,2.8,3,2,1,2,1,1,1,1,0,0,0,0,1,0,1,1,1,1,3,4,1,1,1,1,1,0,0,0,1,0,988,5200,25
305770,2024-04-26,06.11.2024,250000,Մամիկոնյանց փողոց,Երևան,1,2,2,3,76.0,3,1,3.0,3,4,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,3,4,1,1,1,1,1,0,1,1,0,0,194,3289,25
449256,2023-12-12,06.11.2024,507000,Խանջյան փողոց 15,Երևան,1,2,1,5,100.0,3,1,3.0,5,2,1,2,1,1,1,1,1,1,0,1,1,0,0,0,2,2,3,2,1,0,0,0,0,0,0,0,0,0,330,5070,33
326437,2024-02-10,06.11.2024,300000,Հրաչյա Ներսիսյան փողոց 3,Երևան,3,1,1,18,62.0,2,2,2.8,4,2,1,2,1,1,1,1,0,0,0,1,1,0,1,1,1,2,3,4,1,1,1,1,1,1,0,1,0,0,270,4838,31
305770,2022-09-01,06.11.2024,220000,RAM Խաչաչայանյան փողոց,Երևան,1,2,2,5,45.0,2,1,2.75,4,3,1,3,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,4,0,0,0,0,0,0,0,0,0,0,797,4888,22
305770,2024-04-04,06.11.2024,320000,Արաբկիր 37-րդ փողոց,Երեւան,1,2,2,6,57.0,2,1,2.8,3,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,3,4,1,1,1,1,1,0,1,1,0,1,216,5614,28
449256,2024-02-10,06.11.2024,290000,Ամիրյան փողոց 12,Երևան,2,2,1,10,110.0,3,1,2.8,4,2,1,1,1,1,1,1,0,0,0,0,1,0,1,1,1,1,3,4,0,1,1,1,1,1,0,1,0,0,270,2636,36
449256,2024-10-10,06.11.2024,350000,Տվեք Անտառային փողոց 136/1,Երեւան,3,1,1,6,75.0,3,1,2.75,4,4,1,2,1,1,1,1,1,1,0,0,1,0,0,0,1,2,3,4,1,0,0,0,0,0,0,0,0,0,27,4666,25
449256,2024-05-06,06.11.2024,400000,Նալբանդյան փողոց 50,Երևան,1,2,2,5,90.0,3,1,3.0,2,4,1,2,1,1,1,1,0,0,0,1,1,0,1,1,1,1,3,4,1,1,1,1,1,0,0,1,0,0,184,4444,30
305770,2024-02-03,06.11.2024,270000,Ադոնցի փողոց,Երեւան,1,2,2,5,75.0,3,1,3.0,2,4,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,3,4,0,1,1,1,1,0,1,1,0,0,277,3600,25
305770,2022-08-27,06.11.2024,175500,Ավետ Ավետիսյան փողոց,Երևան,1,2,2,5,50.0,1,1,2.5,3,2,1,4,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,4,0,0,0,0,0,0,0,0,0,0,802,3510,50
449256,2024-03-30,06.11.2024,300000,Պուշկինի փողոց,Երևան,2,2,1,9,50.0,2,1,2.8,9,2,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,3,4,1,1,1,1,1,1,1,1,0,0,221,6000,25
305770,2022-08-27,06.11.2024,175500,Կասյան փողոց,Երեւան,1,2,2,5,40.0,1,1,2.75,4,2,1,4,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,4,0,0,0,0,0,0,0,0,0,0,802,4387,40
449256,2023-05-27,06.11.2024,250000,Հանրապետության փողոց,Երևան,1,2,2,4,40.0,1,1,3.0,3,2,1,1,1,1,1,1,1,0,1,0,1,1,0,0,1,3,3,4,1,1,1,1,1,1,1,1,0,0,529,6250,40
305770,2022-09-04,06.11.2024,250000,Մամիկոնյանց փողոց,Երեւան,3,1,1,19,60.0,2,1,3.0,4,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,4,0,0,0,0,0,0,0,0,0,0,794,4166,30
305770,2024-04-05,06.11.2024,280000,RAM Խաչաչայանյան փողոց,Երևան,1,2,2,5,55.0,2,1,3.0,2,4,1,2,1,1,1,1,1,0,1,0,1,1,1,1,1,1,3,4,1,1,1,1,1,0,1,1,0,0,215,5090,27
305770,2022-08-30,06.11.2024,300000,Ադոնցի փողոց,Երևան,3,1,1,8,43.0,2,1,3.0,4,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,3,3,4,0,0,0,0,0,0,0,0,0,0,799,6976,21
272642,2024-05-25,06.11.2024,200000,Նարեկացի բլոկ,Երեւան,2,2,1,16,72.0,2,1,2.8,11,3,1,3,1,0,1,1,1,0,1,0,1,1,1,1,1,1,3,4,1,1,1,1,1,0,1,1,0,0,165,2777,36
305770,2022-09-04,06.11.2024,250000,Comit Avenu,Երևան,2,2,1,9,71.0,3,1,3.2,5,3,1,4,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,4,0,0,0,0,0,0,0,0,0,0,794,3521,23
305770,2023-02-17,06.11.2024,220000,Գրիբոյեդով փողոց,Երևան,1,2,2,4,60.0,2,1,2.75,4,4,1,3,1,0,1,1,1,0,1,0,1,0,1,0,1,3,3,4,0,1,1,1,0,0,1,0,0,0,628,3666,30
305770,2022-09-05,06.11.2024,250000,Արաբկիր 19-րդ փողոց,Երեւան,2,2,1,9,77.0,3,1,2.6,9,4,1,3,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,4,0,0,0,0,0,0,0,0,0,0,793,3246,25
305770,2023-05-18,06.11.2024,250000,Աղբյուր Սերոբի փողոց,Երևան,1,2,2,3,65.0,3,1,2.75,1,4,1,1,1,0,1,1,1,0,1,0,1,1,1,0,1,1,3,4,0,1,1,1,0,0,0,0,0,0,538,3846,21
305770,2022-08-29,06.11.2024,230000,Comit Avenu,Երևան,1,2,2,5,40.0,1,1,3.0,3,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,4,0,0,0,0,0,0,0,0,0,0,800,5750,40
449256,2024-04-26,06.11.2024,468000,Թումանյան stete,Երևան,1,2,2,5,70.0,2,1,3.0,3,1,1,3,1,1,1,1,1,0,1,0,1,1,1,1,1,1,3,4,1,1,1,1,1,0,1,1,0,0,194,6685,35
449256,2024-11-06,,280000,Երվանդ Քոչարի փողոց,Երևան,2,2,1,10,90.0,4,1,2.8,1,4,1,6,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,4,0,0,0,0,0,0,0,0,0,0,0,3111,22
305770,2022-09-05,06.11.2024,270000,Վաղարշ Վաղարշյան փողոց,Երևան,1,2,2,5,80.0,3,1,2.7,3,2,1,3,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,4,0,0,0,0,0,0,0,0,0,0,793,3375,26
449256,2024-04-26,06.11.2024,400000,Թամանյան փողոց,Երեւան,1,2,2,5,75.0,3,1,3.0,4,3,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,3,4,1,1,1,1,1,0,1,1,0,1,194,5333,25
305770,2022-09-04,06.11.2024,250000,Գյուլբենկյան փողոց,Երևան,1,2,2,5,65.0,3,1,2.7,2,2,1,3,0,0,0,0,0,0,0,0,0,0,0,0,1,3,3,4,0,0,0,0,0,0,0,0,0,0,794,3846,21
305770,2024-02-03,06.11.2024,220000,Comit Avenu,Երևան,2,2,1,9,74.0,2,1,2.75,8,3,1,3,1,0,1,1,1,0,1,0,1,1,1,1,1,1,3,4,1,1,1,1,1,1,1,1,0,0,277,2972,37
305770,2022-09-05,06.11.2024,260000,Ազատության պողոտա,Երևան,1,2,2,5,65.0,3,1,2.75,2,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,4,0,0,0,0,0,0,0,0,0,0,793,4000,21
272642,2024-02-23,06.11.2024,270000,Դուրյանի փողոց,Երևան,2,2,1,14,80.0,3,1,2.8,7,3,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,3,4,1,1,1,1,1,0,1,1,0,0,257,3375,26
305770,2022-09-01,06.11.2024,250000,Նիկողայոս Ադոնցի փողոց,Երևան,3,1,1,8,45.0,2,1,3.0,7,2,1,3,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,4,0,0,0,0,0,0,0,0,0,0,797,5555,22
449256,2023-02-17,06.11.2024,240000,Տիգրան Մեծի պողոտա,Երևան,3,2,1,9,63.0,3,1,2.8,3,2,1,4,1,1,1,1,0,0,1,0,1,1,0,0,1,3,3,4,1,1,1,1,1,0,1,0,1,0,628,3809,21
305770,2022-09-01,06.11.2024,250000,Սունդուկյան փողոց,Երևան,3,2,1,7,60.0,2,1,2.75,4,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,3,3,4,0,0,0,0,0,0,0,0,0,0,797,4166,30
449256,2023-05-27,06.11.2024,280000,Նալբանդյան փողոց,Երևան,1,2,2,5,60.0,2,1,3.0,3,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,3,4,0,1,1,1,1,0,1,0,0,0,529,4666,30
306828,2024-10-09,06.11.2024,350000,Սասնա Ծռերի փողոց 2,Երևան,3,1,1,18,150.0,4,2,2.75,9,2,1,3,1,1,1,1,1,0,0,1,1,0,0,0,1,2,3,4,1,0,0,0,0,0,1,0,0,0,28,2333,37
449256,2024-04-26,06.11.2024,390000,Մաշտոցի պողոտա,Երևան,2,2,1,9,70.0,3,1,3.0,5,2,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,3,4,1,1,1,1,1,0,1,1,0,1,194,5571,23
305770,2023-02-17,06.11.2024,220000,Կոմիտասի պողոտա,Երևան,1,2,2,5,44.0,2,1,2.7,2,3,1,1,1,1,1,1,0,0,1,0,1,1,0,0,1,3,3,4,1,1,1,1,0,0,1,0,1,0,628,5000,22
305770,2024-10-23,06.11.2024,250000,Վահագն Դավթյան փողոց 1/4,Երեւան,3,1,1,8,60.0,2,1,3.0,4,2,1,1,1,1,1,1,1,0,0,1,1,0,0,0,1,2,3,4,1,0,0,0,0,0,0,0,0,0,14,4166,30
305770,2024-04-04,06.11.2024,400000,Ադոնցի փողոց,Երեւան,3,1,1,14,80.0,3,1,3.0,14,2,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,3,4,1,1,1,1,1,1,1,1,1,0,216,5000,26
305770,2022-09-23,06.11.2024,300000,AVE COMMENT,Երեւան,3,1,1,7,57.0,2,1,3.0,4,3,1,2,1,1,1,1,1,1,0,0,1,0,1,0,2,2,3,2,1,0,1,0,0,0,0,0,0,0,775,5263,28
305770,2024-02-03,06.11.2024,270000,Նիկողայոս Ադոնցի փողոց,Երևան,3,1,1,13,55.0,2,1,3.0,11,2,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,3,4,1,1,1,1,1,0,1,1,0,0,277,4909,27
230312,2023-02-17,06.11.2024,200000,Մայիսի 9-ի փողոց,Երևան,1,2,2,5,54.0,2,1,2.75,5,2,1,3,1,1,1,1,0,0,1,0,1,1,0,0,1,3,3,4,0,1,1,1,0,0,1,0,0,0,628,3703,27
230312,2023-02-17,06.11.2024,220000,Արշակունյաց պողոտա,Երևան,1,1,1,7,67.0,2,1,2.75,5,4,1,1,1,1,1,1,0,1,1,0,1,1,0,0,1,3,3,4,1,1,1,1,0,0,1,0,1,0,628,3283,33
449256,2024-08-16,06.11.2024,780000,Զաքյան փողոց 4,Երևան,1,2,2,5,64.0,3,1,2.8,4,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,2,1,1,1,1,0,0,1,0,0,0,82,12187,21
249600,2024-11-04,,210000,Լենինգրադյան փողոց,Երևան,3,1,1,15,60.0,2,1,3.0,5,2,1,1,1,1,1,1,0,0,0,0,1,1,0,0,1,3,3,4,1,1,1,0,0,0,1,0,0,0,2,3500,30
249600,2024-10-24,05.11.2024,273000,Արզումանյան փողոց 13,Երևան,1,2,2,4,40.0,2,1,2.75,2,2,1,2,1,1,1,1,1,1,1,0,1,1,1,1,1,2,3,2,1,1,1,1,1,1,1,1,1,1,13,6825,20
449256,2024-06-20,28.10.2024,468000,Թամանյանի փողոց 1,Երևան,1,2,2,5,77.0,3,1,3.0,5,4,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,2,3,4,0,1,1,0,1,1,1,0,0,0,139,6077,25
449256,2024-10-08,06.11.2024,585000,,Երևան,1,1,1,10,113.0,4,2,3.0,7,3,1,2,1,1,1,1,1,1,1,1,1,0,1,1,1,3,3,4,1,1,0,1,1,0,0,0,0,0,29,5176,28
449256,2024-08-31,06.11.2024,312000,Հակոբ Պարոնյանի փողոց,Երևան,1,2,2,4,100.0,4,1,3.0,4,3,1,1,1,1,1,1,1,1,0,0,1,0,0,0,1,2,3,4,0,0,1,1,0,0,0,0,0,0,67,3120,25
249600,2024-11-04,,205000,Ֆուչիկի փողոց,Երևան,1,1,1,8,50.0,1,1,3.0,7,4,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,3,3,5,0,0,0,0,0,0,0,0,0,0,2,4100,50
305770,2024-10-18,04.11.2024,240000,Կիևյան փողոց 24,Երևան,1,2,2,4,50.0,2,1,3.2,2,4,1,3,1,1,1,1,1,0,0,0,1,0,0,0,2,3,3,4,0,1,0,1,0,0,0,0,0,0,19,4800,25
305770,2024-10-15,06.11.2024,180000,Վիկտոր Համբարձումյանի փողոց,Երևան,1,2,1,7,48.0,2,1,2.8,5,4,1,1,1,1,1,1,1,0,0,0,1,0,0,0,1,1,3,4,0,0,1,0,0,0,0,0,0,0,22,3750,24
230312,2023-02-17,06.11.2024,200000,Մայիսի 9-ի փողոց,Երևան,1,2,2,5,54.0,2,1,2.75,5,2,1,3,1,1,1,1,0,0,1,0,1,1,0,0,1,3,3,4,0,1,1,1,0,0,1,0,0,0,628,3703,27
230312,2023-02-17,06.11.2024,220000,Արշակունյաց պողոտա,Երևան,1,1,1,7,67.0,2,1,2.75,5,4,1,1,1,1,1,1,0,1,1,0,1,1,0,0,1,3,3,4,1,1,1,1,0,0,1,0,1,0,628,3283,33
305770,2023-05-20,06.11.2024,200000,Քեռու փողոց,Երևան,1,2,2,2,50.0,2,1,2.8,1,1,1,3,0,0,1,1,1,0,1,0,1,0,0,0,3,3,3,4,0,1,1,0,0,0,0,0,0,0,536,4000,25
305770,2023-02-17,06.11.2024,200000,,Երևան,1,2,2,5,50.0,1,1,3.0,2,4,1,3,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,4,0,1,0,0,0,0,0,0,0,0,628,4000,50
230312,2024-04-30,06.11.2024,180000,Շարուրի փողոց,Երևան,1,1,2,4,85.0,3,1,3.0,4,3,1,3,1,0,1,1,1,0,1,0,1,0,1,1,1,1,3,4,0,1,1,1,1,0,1,1,0,0,190,2117,28
449256,2024-04-26,06.11.2024,350000,Մաշտոցի պողոտա,Երևան,1,2,2,5,62.0,3,1,3.0,2,4,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,3,4,1,1,1,1,0,0,1,1,0,0,194,5645,20
449256,2024-02-11,06.11.2024,300000,Ռոստոմի փողոց,Երևան,3,1,1,10,80.0,3,1,3.0,2,2,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,3,4,1,1,1,1,1,0,1,1,0,0,269,3750,26
449256,2023-06-17,06.11.2024,280000,Եզնիկ Կողբացու փողոց,Երեւան,2,2,1,9,70.0,2,2,2.8,3,4,1,2,1,1,1,1,0,0,0,0,1,0,1,1,1,1,3,4,1,1,1,1,1,0,0,1,0,0,508,4000,35
449256,2024-05-30,06.11.2024,270000,Նալբանդյան փողոց 19,Երևան,1,2,1,6,60.0,2,1,2.8,4,2,1,1,1,1,1,1,0,0,0,0,1,0,1,1,1,1,3,4,1,1,1,1,1,1,0,1,0,0,160,4500,30
449256,2022-11-10,06.11.2024,320000,Թումանյան փողոց,Երևան,1,2,2,5,75.0,3,1,3.0,2,4,1,2,1,1,1,1,0,0,0,0,1,0,1,1,1,1,3,4,1,1,0,0,1,0,0,0,0,0,727,4266,25
305770,2023-01-04,06.11.2024,300000,Comit Avenu 23/2,Երևան,1,2,2,5,40.0,2,1,2.8,5,2,1,2,1,1,1,1,0,0,0,0,1,0,1,1,1,1,3,4,1,1,1,1,1,0,0,1,0,0,672,7500,20
449256,2023-04-12,06.11.2024,310000,Անտառային փողոց 135,Երեւան,3,1,1,15,55.0,2,1,2.8,3,2,1,2,1,1,1,1,0,0,0,0,1,0,1,1,1,2,3,4,1,1,1,1,1,1,0,1,1,0,574,5636,27
449256,2024-04-09,06.11.2024,507000,Սարմենի փողոց,Երևան,1,2,1,5,98.0,3,2,3.0,3,1,1,3,1,1,1,1,0,0,0,1,1,0,1,1,1,2,3,4,1,1,1,1,1,1,0,1,0,0,211,5173,32
305770,2022-11-02,06.11.2024,300000,Կոմիտասի պողոտա 15,Երևան,3,1,1,16,70.0,2,2,2.8,8,2,1,2,1,1,1,1,0,0,0,0,1,0,1,1,1,1,3,4,1,1,0,0,1,0,0,0,0,0,735,4285,35
449256,2024-02-02,06.11.2024,350000,,Երևան,1,2,2,4,130.0,4,2,3.0,4,2,1,4,1,1,1,1,1,0,0,0,1,1,1,1,2,2,3,4,1,0,1,1,1,1,0,1,0,0,278,2692,32
305770,2023-05-20,06.11.2024,220000,Կոմիտասի պողոտա,Երևան,1,2,2,5,50.0,2,1,2.8,4,2,1,2,1,1,1,1,0,0,0,0,1,0,1,1,1,1,3,4,1,1,1,1,1,1,0,1,0,0,536,4400,25
449256,2022-04-23,06.11.2024,300000,Կոմիտասի պողոտա,Երևան,2,2,1,9,45.0,2,1,2.8,5,4,1,1,1,1,1,1,0,0,0,0,1,0,1,1,1,1,3,4,1,1,1,1,1,1,0,1,0,0,928,6666,22
305770,2023-11-11,06.11.2024,300000,AVE Comment 1,Երեւան,1,2,2,5,76.0,3,1,3.0,4,4,1,1,1,0,1,1,0,0,0,0,1,0,1,1,1,2,3,4,1,1,1,1,1,1,0,1,0,0,361,3947,25
305770,2023-11-02,06.11.2024,200000,Արամ Խաչատրյանի փողոց,Երևան,1,2,2,4,40.0,4,1,2.75,4,4,1,4,1,1,1,1,0,0,0,0,1,0,1,1,1,1,3,4,1,1,1,1,1,1,0,1,0,0,370,5000,10
449256,2023-11-23,06.11.2024,546000,Արամի փողոց,Երևան,3,1,1,15,100.0,3,1,2.8,3,1,1,2,1,1,1,1,0,0,0,0,1,0,1,1,1,1,3,4,1,1,1,1,1,1,0,1,1,0,349,5460,33
449256,2022-09-23,06.11.2024,390000,Փողոց Էսնիկա Կոհբի 16,Երեւան,3,1,1,16,58.0,2,1,2.8,4,2,1,2,1,1,1,1,0,0,0,0,1,0,1,1,1,1,3,4,1,1,0,1,1,0,0,0,0,0,775,6724,29
449256,2023-11-22,06.11.2024,300000,AVE COMMENT,Երեւան,3,1,1,18,60.0,2,1,2.8,6,2,1,2,1,0,1,1,1,0,0,0,1,0,0,0,1,2,3,2,1,0,0,0,0,0,0,0,1,0,350,5000,30
306828,2024-04-16,06.11.2024,450000,,Երևան,3,1,1,12,76.0,3,1,3.0,12,2,1,3,1,1,1,1,0,0,0,1,1,0,1,1,1,1,3,4,1,1,1,1,1,1,1,1,1,0,204,5921,25
449256,2024-10-23,06.11.2024,468000,Պարոնյան փողոց 42,Երևան,3,1,1,16,70.0,2,1,2.8,12,2,1,2,1,1,1,1,1,0,0,1,1,0,0,0,2,2,3,4,1,0,0,0,0,0,0,0,1,0,14,6685,35
449256,2022-04-23,06.11.2024,429000,Սարյանի փողոց,Երեւան,3,1,1,8,115.0,3,2,2.8,3,2,1,2,1,1,1,1,0,0,0,1,1,0,1,1,1,1,3,4,1,1,1,1,1,0,0,0,0,0,928,3730,38
239577,2023-10-09,06.11.2024,200000,Էրեբունի փողոց,Երեւան,1,2,2,2,75.0,3,1,2.75,1,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,4,0,0,0,0,0,0,0,0,0,0,394,2666,25
239577,2024-10-12,06.11.2024,250000,Տիգրան Մեծ պողոտա,Երևան,1,2,2,4,75.0,2,1,2.8,2,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,4,0,0,0,0,0,0,0,0,0,0,25,3333,37
258213,2024-11-02,06.11.2024,200000,Արամ Մանուկյանի փողոց,Երևան,2,2,1,9,63.0,2,1,2.75,3,3,1,3,0,0,0,0,0,0,0,0,0,0,0,0,1,3,3,4,0,0,0,0,0,0,0,0,0,0,4,3174,31
305770,2024-08-09,06.11.2024,750000,Մալխասյանց փողոց,Երևան,3,1,1,14,130.0,4,2,2.8,5,2,1,2,1,1,1,1,1,1,1,0,1,1,1,0,1,2,3,4,1,1,1,1,1,1,1,1,0,0,89,5769,32
449256,2024-03-14,06.11.2024,530000,Պուշկինի փողոց 15 ա,Երևան,3,1,1,9,160.0,5,2,3.0,5,1,1,2,1,1,1,1,0,0,0,0,1,0,1,1,1,1,3,4,1,1,1,1,1,1,1,1,1,0,237,3312,32
306828,2024-07-06,06.11.2024,507000,,Երևան,3,1,1,12,160.0,3,2,3.0,3,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,4,1,1,1,0,1,0,1,1,0,1,123,3168,53
305770,2022-08-27,06.11.2024,160000,Comit Avenu,Երևան,1,2,2,5,30.0,1,1,2.6,5,2,1,4,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,4,0,0,0,0,0,0,0,0,0,0,802,5333,30
449256,2024-10-23,06.11.2024,250000,Սարյանի փողոց 24,Երևան,1,2,2,5,75.0,2,1,3.0,5,4,1,1,1,1,1,1,1,0,0,0,1,0,1,1,1,2,3,4,1,1,1,1,1,1,0,1,0,0,14,3333,37
305770,2024-07-04,06.11.2024,230000,Կոմիտասի պողոտա,Երևան,1,2,1,6,50.0,2,1,2.8,6,4,1,3,1,1,1,1,1,1,1,0,1,1,0,0,1,2,3,4,1,1,0,0,0,0,0,0,0,0,125,4600,25
249600,2024-10-20,06.11.2024,235000,Լենինգրադյան փողոց 23/13,Երևան,3,1,1,6,48.0,2,1,3.0,6,4,1,1,1,1,1,1,1,0,1,0,1,1,1,0,1,2,3,4,1,1,1,1,0,0,1,0,0,0,17,4895,24
305770,2023-08-01,06.11.2024,280000,Կիևյան փողոց,Երևան,1,2,1,6,78.0,3,1,2.8,5,4,1,2,1,1,1,1,0,0,0,0,1,0,1,1,1,1,3,4,1,1,1,1,1,1,0,1,0,0,463,3589,26
305770,2024-10-25,06.11.2024,400000,Աղբյուր Սերոբի փողոց 1,Երևան,1,2,2,5,100.0,4,1,3.0,2,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,4,1,1,1,1,1,0,1,1,0,0,12,4000,25
305770,2023-10-31,06.11.2024,300000,Սունդուկյան փողոց,Երևան,2,2,1,9,80.0,3,1,2.8,6,2,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,2,3,4,1,1,0,0,0,0,1,0,0,0,372,3750,26
449256,2022-12-29,06.11.2024,450000,Ֆրիկ փողոց 2,Երեւան,2,2,1,9,80.0,3,1,2.8,8,3,1,2,1,1,1,1,0,0,0,0,1,0,1,1,1,1,3,4,1,1,1,1,1,0,0,0,0,0,678,5625,26
305770,2024-03-13,06.11.2024,280000,Բաղրամյան պողոտա,Երևան,1,2,2,4,40.0,2,1,2.8,1,4,1,3,1,1,1,1,1,1,1,0,1,1,0,0,1,2,3,4,1,1,0,0,0,0,1,0,0,1,238,7000,20
249600,2024-08-23,06.11.2024,200000,Աբելյան փողոց 3,Երեւան,1,2,2,5,73.0,3,1,2.8,2,4,1,1,1,1,1,1,0,0,0,0,1,0,1,1,1,1,3,4,1,1,1,1,1,1,0,1,0,0,75,2739,24
305770,2024-08-08,06.11.2024,270000,Նիկողայոս Ադոնցի փողոց,Երևան,3,1,1,8,55.0,2,1,3.0,8,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,4,0,0,0,0,0,0,0,0,0,0,90,4909,27
449256,2024-05-13,06.11.2024,507000,Ամիրյան փողոց 4/2,Երևան,3,1,1,8,65.0,2,1,3.0,5,2,1,2,1,1,1,1,0,0,0,1,1,0,1,1,1,1,3,4,1,1,0,0,0,0,0,0,0,0,177,7800,32
305770,2022-09-23,06.11.2024,280000,Փափազյան փող,Երեւան,1,2,2,5,57.0,2,1,3.0,3,2,1,2,1,1,1,1,1,0,1,0,1,0,1,0,1,2,3,2,0,0,1,0,0,0,0,0,0,0,775,4912,28
